,ts_code,name,market,symbol
1578,300067.SZ,安诺其,创业板,300067
1579,300068.SZ,南都电源,创业板,300068
1580,300069.SZ,金利华电,创业板,300069
1581,300070.SZ,碧水源,创业板,300070
1582,300071.SZ,福石控股,创业板,300071
1583,300072.SZ,海新能科,创业板,300072
1584,300073.SZ,当升科技,创业板,300073
1585,300074.SZ,华平股份,创业板,300074
1586,300075.SZ,数字政通,创业板,300075
1587,300076.SZ,GQY视讯,创业板,300076
1588,300077.SZ,国民技术,创业板,300077
1589,300078.SZ,思创医惠,创业板,300078
1590,300079.SZ,数码视讯,创业板,300079
1591,300080.SZ,易成新能,创业板,300080
1592,300081.SZ,恒信东方,创业板,300081
1593,300082.SZ,奥克股份,创业板,300082
1594,300083.SZ,创世纪,创业板,300083
1595,300084.SZ,海默科技,创业板,300084
1596,300085.SZ,银之杰,创业板,300085
1597,300086.SZ,康芝药业,创业板,300086
1598,300087.SZ,荃银高科,创业板,300087
1599,300088.SZ,长信科技,创业板,300088
1600,300089.SZ,文化退,创业板,300089
1601,300091.SZ,金通灵,创业板,300091
1602,300092.SZ,科新机电,创业板,300092
1603,300093.SZ,金刚光伏,创业板,300093
1604,300094.SZ,国联水产,创业板,300094
1605,300095.SZ,华伍股份,创业板,300095
1606,300096.SZ,易联众,创业板,300096
1607,300097.SZ,智云股份,创业板,300097
1608,300098.SZ,高新兴,创业板,300098
1609,300099.SZ,精准信息,创业板,300099
1610,300100.SZ,双林股份,创业板,300100
1611,300101.SZ,振芯科技,创业板,300101
1612,300102.SZ,乾照光电,创业板,300102
1613,300103.SZ,达刚控股,创业板,300103
1614,300105.SZ,龙源技术,创业板,300105
1615,300106.SZ,西部牧业,创业板,300106
1616,300107.SZ,建新股份,创业板,300107
1617,300108.SZ,*ST吉药,创业板,300108
1618,300109.SZ,新开源,创业板,300109
1619,300110.SZ,华仁药业,创业板,300110
1620,300111.SZ,向日葵,创业板,300111
1621,300112.SZ,万讯自控,创业板,300112
1622,300113.SZ,顺网科技,创业板,300113
1623,300114.SZ,中航电测,创业板,300114
1624,300115.SZ,长盈精密,创业板,300115
1625,300116.SZ,保力新,创业板,300116
1626,300117.SZ,嘉寓股份,创业板,300117
1627,300118.SZ,东方日升,创业板,300118
1628,300119.SZ,瑞普生物,创业板,300119
1629,300120.SZ,经纬辉开,创业板,300120
1630,300121.SZ,阳谷华泰,创业板,300121
1631,300122.SZ,智飞生物,创业板,300122
1632,300123.SZ,亚光科技,创业板,300123
1633,300124.SZ,汇川技术,创业板,300124
1634,300125.SZ,聆达股份,创业板,300125
1635,300126.SZ,锐奇股份,创业板,300126
1636,300127.SZ,银河磁体,创业板,300127
1637,300128.SZ,锦富技术,创业板,300128
1638,300129.SZ,泰胜风能,创业板,300129
1639,300130.SZ,新国都,创业板,300130
1640,300131.SZ,英唐智控,创业板,300131
1641,300132.SZ,青松股份,创业板,300132
1642,300133.SZ,华策影视,创业板,300133
1643,300134.SZ,大富科技,创业板,300134
1644,300135.SZ,宝利国际,创业板,300135
1645,300136.SZ,信维通信,创业板,300136
1646,300137.SZ,先河环保,创业板,300137
1647,300138.SZ,晨光生物,创业板,300138
1648,300139.SZ,晓程科技,创业板,300139
1649,300140.SZ,中环装备,创业板,300140
1650,300141.SZ,和顺电气,创业板,300141
1651,300142.SZ,沃森生物,创业板,300142
1652,300143.SZ,盈康生命,创业板,300143
1653,300144.SZ,宋城演艺,创业板,300144
1654,300145.SZ,中金环境,创业板,300145
1655,300146.SZ,汤臣倍健,创业板,300146
1656,300147.SZ,香雪制药,创业板,300147
1657,300148.SZ,天舟文化,创业板,300148
1658,300149.SZ,睿智医药,创业板,300149
1659,300150.SZ,世纪瑞尔,创业板,300150
1660,300151.SZ,昌红科技,创业板,300151
1661,300152.SZ,新动力,创业板,300152
1662,300153.SZ,科泰电源,创业板,300153
1663,300154.SZ,瑞凌股份,创业板,300154
1664,300155.SZ,安居宝,创业板,300155
1665,300157.SZ,恒泰艾普,创业板,300157
1666,300158.SZ,振东制药,创业板,300158
1667,300159.SZ,ST新研,创业板,300159
1668,300160.SZ,秀强股份,创业板,300160
1669,300161.SZ,华中数控,创业板,300161
1670,300162.SZ,雷曼光电,创业板,300162
1671,300163.SZ,先锋新材,创业板,300163
1672,300164.SZ,通源石油,创业板,300164
1673,300165.SZ,天瑞仪器,创业板,300165
1674,300166.SZ,东方国信,创业板,300166
1675,300167.SZ,ST迪威迅,创业板,300167
1676,300168.SZ,万达信息,创业板,300168
1677,300169.SZ,天晟新材,创业板,300169
1678,300170.SZ,汉得信息,创业板,300170
1679,300171.SZ,东富龙,创业板,300171
1680,300172.SZ,中电环保,创业板,300172
1681,300173.SZ,福能东方,创业板,300173
1682,300174.SZ,元力股份,创业板,300174
1683,300175.SZ,朗源股份,创业板,300175
1684,300176.SZ,派生科技,创业板,300176
1685,300177.SZ,中海达,创业板,300177
1686,300179.SZ,四方达,创业板,300179
1687,300180.SZ,华峰超纤,创业板,300180
1688,300181.SZ,佐力药业,创业板,300181
1689,300182.SZ,捷成股份,创业板,300182
1690,300183.SZ,东软载波,创业板,300183
1691,300184.SZ,力源信息,创业板,300184
1692,300185.SZ,通裕重工,创业板,300185
1693,300187.SZ,永清环保,创业板,300187
1694,300188.SZ,美亚柏科,创业板,300188
1695,300189.SZ,神农科技,创业板,300189
1696,300190.SZ,维尔利,创业板,300190
1697,300191.SZ,潜能恒信,创业板,300191
1698,300192.SZ,科德教育,创业板,300192
1699,300193.SZ,佳士科技,创业板,300193
1700,300194.SZ,福安药业,创业板,300194
1701,300195.SZ,长荣股份,创业板,300195
1702,300196.SZ,长海股份,创业板,300196
1703,300197.SZ,节能铁汉,创业板,300197
1704,300198.SZ,纳川股份,创业板,300198
1705,300199.SZ,翰宇药业,创业板,300199
1706,300200.SZ,高盟新材,创业板,300200
1707,300201.SZ,海伦哲,创业板,300201
1708,300203.SZ,聚光科技,创业板,300203
1709,300204.SZ,舒泰神,创业板,300204
1710,300205.SZ,天喻信息,创业板,300205
1711,300206.SZ,理邦仪器,创业板,300206
1712,300207.SZ,欣旺达,创业板,300207
1713,300208.SZ,青岛中程,创业板,300208
1714,300209.SZ,ST有棵树,创业板,300209
1715,300210.SZ,森远股份,创业板,300210
1716,300211.SZ,亿通科技,创业板,300211
1717,300212.SZ,易华录,创业板,300212
1718,300213.SZ,佳讯飞鸿,创业板,300213
1719,300214.SZ,日科化学,创业板,300214
1720,300215.SZ,电科院,创业板,300215
1721,300217.SZ,东方电热,创业板,300217
1722,300218.SZ,安利股份,创业板,300218
1723,300219.SZ,鸿利智汇,创业板,300219
1724,300220.SZ,ST金运,创业板,300220
1725,300221.SZ,银禧科技,创业板,300221
1726,300222.SZ,科大智能,创业板,300222
1727,300223.SZ,北京君正,创业板,300223
1728,300224.SZ,正海磁材,创业板,300224
1729,300225.SZ,金力泰,创业板,300225
1730,300226.SZ,上海钢联,创业板,300226
1731,300227.SZ,光韵达,创业板,300227
1732,300228.SZ,富瑞特装,创业板,300228
1733,300229.SZ,拓尔思,创业板,300229
1734,300230.SZ,永利股份,创业板,300230
1735,300231.SZ,银信科技,创业板,300231
1736,300232.SZ,洲明科技,创业板,300232
1737,300233.SZ,金城医药,创业板,300233
1738,300234.SZ,开尔新材,创业板,300234
1739,300235.SZ,方直科技,创业板,300235
1740,300236.SZ,上海新阳,创业板,300236
1741,300237.SZ,美晨生态,创业板,300237
1742,300238.SZ,冠昊生物,创业板,300238
1743,300239.SZ,东宝生物,创业板,300239
1744,300240.SZ,飞力达,创业板,300240
1745,300241.SZ,瑞丰光电,创业板,300241
1746,300242.SZ,佳云科技,创业板,300242
1747,300243.SZ,瑞丰高材,创业板,300243
1748,300244.SZ,迪安诊断,创业板,300244
1749,300245.SZ,天玑科技,创业板,300245
1750,300246.SZ,宝莱特,创业板,300246
1751,300247.SZ,融捷健康,创业板,300247
1752,300248.SZ,新开普,创业板,300248
1753,300249.SZ,依米康,创业板,300249
1754,300250.SZ,初灵信息,创业板,300250
1755,300251.SZ,光线传媒,创业板,300251
1756,300252.SZ,金信诺,创业板,300252
1757,300253.SZ,卫宁健康,创业板,300253
1758,300254.SZ,仟源医药,创业板,300254
1759,300255.SZ,常山药业,创业板,300255
1760,300256.SZ,ST星星,创业板,300256
1761,300257.SZ,开山股份,创业板,300257
1762,300258.SZ,精锻科技,创业板,300258
1763,300259.SZ,新天科技,创业板,300259
1764,300260.SZ,新莱应材,创业板,300260
1765,300261.SZ,雅本化学,创业板,300261
1766,300262.SZ,巴安水务,创业板,300262
1767,300263.SZ,隆华科技,创业板,300263
1768,300264.SZ,佳创视讯,创业板,300264
1769,300265.SZ,通光线缆,创业板,300265
1770,300266.SZ,兴源环境,创业板,300266
1771,300267.SZ,尔康制药,创业板,300267
1772,300268.SZ,*ST佳沃,创业板,300268
1773,300269.SZ,联建光电,创业板,300269
1774,300270.SZ,中威电子,创业板,300270
1775,300271.SZ,华宇软件,创业板,300271
1776,300272.SZ,开能健康,创业板,300272
1777,300273.SZ,和佳退,创业板,300273
1778,300274.SZ,阳光电源,创业板,300274
1779,300275.SZ,梅安森,创业板,300275
1780,300276.SZ,三丰智能,创业板,300276
1781,300277.SZ,海联讯,创业板,300277
1782,300278.SZ,华昌达,创业板,300278
1783,300279.SZ,和晶科技,创业板,300279
1784,300280.SZ,紫天科技,创业板,300280
1785,300281.SZ,金明精机,创业板,300281
1786,300282.SZ,*ST三盛,创业板,300282
1787,300283.SZ,温州宏丰,创业板,300283
1788,300284.SZ,苏交科,创业板,300284
1789,300285.SZ,国瓷材料,创业板,300285
1790,300286.SZ,安科瑞,创业板,300286
1791,300287.SZ,飞利信,创业板,300287
1792,300288.SZ,朗玛信息,创业板,300288
1793,300289.SZ,利德曼,创业板,300289
1794,300290.SZ,荣科科技,创业板,300290
1795,300291.SZ,百纳千成,创业板,300291
1796,300292.SZ,吴通控股,创业板,300292
1797,300293.SZ,蓝英装备,创业板,300293
1798,300294.SZ,博雅生物,创业板,300294
1799,300295.SZ,三六五网,创业板,300295
1800,300296.SZ,利亚德,创业板,300296
1801,300297.SZ,*ST蓝盾,创业板,300297
1802,300298.SZ,三诺生物,创业板,300298
1803,300299.SZ,富春股份,创业板,300299
1804,300300.SZ,海峡创新,创业板,300300
1805,300301.SZ,*ST长方,创业板,300301
1806,300302.SZ,同有科技,创业板,300302
1807,300303.SZ,聚飞光电,创业板,300303
1808,300304.SZ,云意电气,创业板,300304
1809,300305.SZ,裕兴股份,创业板,300305
1810,300306.SZ,远方信息,创业板,300306
1811,300307.SZ,慈星股份,创业板,300307
1812,300308.SZ,中际旭创,创业板,300308
1813,300310.SZ,宜通世纪,创业板,300310
1814,300311.SZ,任子行,创业板,300311
1815,300313.SZ,*ST天山,创业板,300313
1816,300314.SZ,戴维医疗,创业板,300314
1817,300315.SZ,掌趣科技,创业板,300315
1818,300316.SZ,晶盛机电,创业板,300316
1819,300317.SZ,珈伟新能,创业板,300317
1820,300318.SZ,博晖创新,创业板,300318
1821,300319.SZ,麦捷科技,创业板,300319
1822,300320.SZ,海达股份,创业板,300320
1823,300321.SZ,同大股份,创业板,300321
1824,300322.SZ,硕贝德,创业板,300322
1825,300323.SZ,华灿光电,创业板,300323
1826,300324.SZ,旋极信息,创业板,300324
1827,300326.SZ,凯利泰,创业板,300326
1828,300327.SZ,中颖电子,创业板,300327
1829,300328.SZ,宜安科技,创业板,300328
1830,300329.SZ,海伦钢琴,创业板,300329
1831,300331.SZ,苏大维格,创业板,300331
1832,300332.SZ,天壕环境,创业板,300332
1833,300333.SZ,兆日科技,创业板,300333
1834,300334.SZ,津膜科技,创业板,300334
1835,300335.SZ,迪森股份,创业板,300335
1836,300336.SZ,新文退,创业板,300336
1837,300337.SZ,银邦股份,创业板,300337
1838,300338.SZ,ST开元,创业板,300338
1839,300339.SZ,润和软件,创业板,300339
1840,300340.SZ,科恒股份,创业板,300340
1841,300341.SZ,麦克奥迪,创业板,300341
1842,300342.SZ,天银机电,创业板,300342
1843,300343.SZ,联创股份,创业板,300343
1844,300344.SZ,立方数科,创业板,300344
1845,300345.SZ,华民股份,创业板,300345
1846,300346.SZ,南大光电,创业板,300346
1847,300347.SZ,泰格医药,创业板,300347
1848,300348.SZ,长亮科技,创业板,300348
1849,300349.SZ,金卡智能,创业板,300349
1850,300350.SZ,华鹏飞,创业板,300350
1851,300351.SZ,永贵电器,创业板,300351
1852,300352.SZ,北信源,创业板,300352
1853,300353.SZ,东土科技,创业板,300353
1854,300354.SZ,东华测试,创业板,300354
1855,300355.SZ,蒙草生态,创业板,300355
1856,300356.SZ,光一退,创业板,300356
1857,300357.SZ,我武生物,创业板,300357
1858,300358.SZ,楚天科技,创业板,300358
1859,300359.SZ,全通教育,创业板,300359
1860,300360.SZ,炬华科技,创业板,300360
1861,300363.SZ,博腾股份,创业板,300363
1862,300364.SZ,中文在线,创业板,300364
1863,300365.SZ,恒华科技,创业板,300365
1864,300366.SZ,创意信息,创业板,300366
1865,300368.SZ,汇金股份,创业板,300368
1866,300369.SZ,绿盟科技,创业板,300369
1867,300370.SZ,安控科技,创业板,300370
1868,300371.SZ,汇中股份,创业板,300371
1869,300373.SZ,扬杰科技,创业板,300373
1870,300374.SZ,中铁装配,创业板,300374
1871,300375.SZ,鹏翎股份,创业板,300375
1872,300376.SZ,易事特,创业板,300376
1873,300377.SZ,赢时胜,创业板,300377
1874,300378.SZ,鼎捷软件,创业板,300378
1875,300379.SZ,东方通,创业板,300379
1876,300380.SZ,安硕信息,创业板,300380
1877,300381.SZ,溢多利,创业板,300381
1878,300382.SZ,斯莱克,创业板,300382
1879,300383.SZ,光环新网,创业板,300383
1880,300384.SZ,三联虹普,创业板,300384
1881,300385.SZ,雪浪环境,创业板,300385
1882,300386.SZ,飞天诚信,创业板,300386
1883,300387.SZ,富邦股份,创业板,300387
1884,300388.SZ,节能国祯,创业板,300388
1885,300389.SZ,艾比森,创业板,300389
1886,300390.SZ,天华新能,创业板,300390
1887,300391.SZ,长药控股,创业板,300391
1888,300392.SZ,腾信退,创业板,300392
1889,300393.SZ,中来股份,创业板,300393
1890,300394.SZ,天孚通信,创业板,300394
1891,300395.SZ,菲利华,创业板,300395
1892,300396.SZ,迪瑞医疗,创业板,300396
1893,300397.SZ,天和防务,创业板,300397
1894,300398.SZ,飞凯材料,创业板,300398
1895,300399.SZ,天利科技,创业板,300399
1896,300400.SZ,劲拓股份,创业板,300400
1897,300401.SZ,花园生物,创业板,300401
1898,300402.SZ,宝色股份,创业板,300402
1899,300403.SZ,汉宇集团,创业板,300403
1900,300404.SZ,博济医药,创业板,300404
1901,300405.SZ,科隆股份,创业板,300405
1902,300406.SZ,九强生物,创业板,300406
1903,300407.SZ,凯发电气,创业板,300407
1904,300408.SZ,三环集团,创业板,300408
1905,300409.SZ,道氏技术,创业板,300409
1906,300410.SZ,正业科技,创业板,300410
1907,300411.SZ,金盾股份,创业板,300411
1908,300412.SZ,迦南科技,创业板,300412
1909,300413.SZ,芒果超媒,创业板,300413
1910,300414.SZ,中光防雷,创业板,300414
1911,300415.SZ,伊之密,创业板,300415
1912,300416.SZ,苏试试验,创业板,300416
1913,300417.SZ,南华仪器,创业板,300417
1914,300418.SZ,昆仑万维,创业板,300418
1915,300419.SZ,浩丰科技,创业板,300419
1916,300420.SZ,五洋停车,创业板,300420
1917,300421.SZ,力星股份,创业板,300421
1918,300422.SZ,博世科,创业板,300422
1919,300423.SZ,昇辉科技,创业板,300423
1920,300424.SZ,航新科技,创业板,300424
1921,300425.SZ,中建环能,创业板,300425
1922,300426.SZ,唐德影视,创业板,300426
1923,300427.SZ,*ST红相,创业板,300427
1924,300428.SZ,立中集团,创业板,300428
1925,300429.SZ,强力新材,创业板,300429
1926,300430.SZ,诚益通,创业板,300430
1927,300432.SZ,富临精工,创业板,300432
1928,300433.SZ,蓝思科技,创业板,300433
1929,300434.SZ,金石亚药,创业板,300434
1930,300435.SZ,中泰股份,创业板,300435
1931,300436.SZ,广生堂,创业板,300436
1932,300437.SZ,清水源,创业板,300437
1933,300438.SZ,鹏辉能源,创业板,300438
1934,300439.SZ,美康生物,创业板,300439
1935,300440.SZ,运达科技,创业板,300440
1936,300441.SZ,鲍斯股份,创业板,300441
1937,300442.SZ,润泽科技,创业板,300442
1938,300443.SZ,金雷股份,创业板,300443
1939,300444.SZ,双杰电气,创业板,300444
1940,300445.SZ,康斯特,创业板,300445
1941,300446.SZ,乐凯新材,创业板,300446
1942,300447.SZ,全信股份,创业板,300447
1943,300448.SZ,浩云科技,创业板,300448
1944,300449.SZ,汉邦高科,创业板,300449
1945,300450.SZ,先导智能,创业板,300450
1946,300451.SZ,创业慧康,创业板,300451
1947,300452.SZ,山河药辅,创业板,300452
1948,300453.SZ,三鑫医疗,创业板,300453
1949,300454.SZ,深信服,创业板,300454
1950,300455.SZ,航天智装,创业板,300455
1951,300456.SZ,赛微电子,创业板,300456
1952,300457.SZ,赢合科技,创业板,300457
1953,300458.SZ,全志科技,创业板,300458
1954,300459.SZ,汤姆猫,创业板,300459
1955,300460.SZ,惠伦晶体,创业板,300460
1956,300461.SZ,田中精机,创业板,300461
1957,300462.SZ,华铭智能,创业板,300462
1958,300463.SZ,迈克生物,创业板,300463
1959,300464.SZ,星徽股份,创业板,300464
1960,300465.SZ,高伟达,创业板,300465
1961,300466.SZ,赛摩智能,创业板,300466
1962,300467.SZ,迅游科技,创业板,300467
1963,300468.SZ,四方精创,创业板,300468
1964,300469.SZ,信息发展,创业板,300469
1965,300470.SZ,中密控股,创业板,300470
1966,300471.SZ,厚普股份,创业板,300471
1967,300472.SZ,新元科技,创业板,300472
1968,300473.SZ,德尔股份,创业板,300473
1969,300474.SZ,景嘉微,创业板,300474
1970,300475.SZ,香农芯创,创业板,300475
1971,300476.SZ,胜宏科技,创业板,300476
1972,300477.SZ,合纵科技,创业板,300477
1973,300478.SZ,杭州高新,创业板,300478
1974,300479.SZ,神思电子,创业板,300479
1975,300480.SZ,光力科技,创业板,300480
1976,300481.SZ,濮阳惠成,创业板,300481
1977,300482.SZ,万孚生物,创业板,300482
1978,300483.SZ,首华燃气,创业板,300483
1979,300484.SZ,蓝海华腾,创业板,300484
1980,300485.SZ,赛升药业,创业板,300485
1981,300486.SZ,东杰智能,创业板,300486
1982,300487.SZ,蓝晓科技,创业板,300487
1983,300488.SZ,恒锋工具,创业板,300488
1984,300489.SZ,光智科技,创业板,300489
1985,300490.SZ,华自科技,创业板,300490
1986,300491.SZ,通合科技,创业板,300491
1987,300492.SZ,华图山鼎,创业板,300492
1988,300493.SZ,润欣科技,创业板,300493
1989,300494.SZ,盛天网络,创业板,300494
1990,300495.SZ,*ST美尚,创业板,300495
1991,300496.SZ,中科创达,创业板,300496
1992,300497.SZ,富祥药业,创业板,300497
1993,300498.SZ,温氏股份,创业板,300498
1994,300499.SZ,高澜股份,创业板,300499
1995,300500.SZ,启迪设计,创业板,300500
1996,300501.SZ,海顺新材,创业板,300501
1997,300502.SZ,新易盛,创业板,300502
1998,300503.SZ,昊志机电,创业板,300503
1999,300504.SZ,天邑股份,创业板,300504
2000,300505.SZ,川金诺,创业板,300505
2001,300506.SZ,名家汇,创业板,300506
2002,300507.SZ,苏奥传感,创业板,300507
2003,300508.SZ,维宏股份,创业板,300508
2004,300509.SZ,新美星,创业板,300509
2005,300510.SZ,金冠股份,创业板,300510
2006,300511.SZ,雪榕生物,创业板,300511
2007,300512.SZ,中亚股份,创业板,300512
2008,300513.SZ,恒实科技,创业板,300513
2009,300514.SZ,友讯达,创业板,300514
2010,300515.SZ,三德科技,创业板,300515
2011,300516.SZ,久之洋,创业板,300516
2012,300517.SZ,海波重科,创业板,300517
2013,300518.SZ,盛讯达,创业板,300518
2014,300519.SZ,新光药业,创业板,300519
2015,300520.SZ,科大国创,创业板,300520
2016,300521.SZ,爱司凯,创业板,300521
2017,300522.SZ,世名科技,创业板,300522
2018,300523.SZ,辰安科技,创业板,300523
2019,300525.SZ,博思软件,创业板,300525
2020,300526.SZ,中潜退,创业板,300526
2021,300527.SZ,中船应急,创业板,300527
2022,300528.SZ,幸福蓝海,创业板,300528
2023,300529.SZ,健帆生物,创业板,300529
2024,300530.SZ,领湃科技,创业板,300530
2025,300531.SZ,优博讯,创业板,300531
2026,300532.SZ,今天国际,创业板,300532
2027,300533.SZ,冰川网络,创业板,300533
2028,300534.SZ,陇神戎发,创业板,300534
2029,300535.SZ,达威股份,创业板,300535
2030,300536.SZ,农尚环境,创业板,300536
2031,300537.SZ,广信材料,创业板,300537
2032,300538.SZ,同益股份,创业板,300538
2033,300539.SZ,横河精密,创业板,300539
2034,300540.SZ,蜀道装备,创业板,300540
2035,300541.SZ,先进数通,创业板,300541
2036,300542.SZ,新晨科技,创业板,300542
2037,300543.SZ,朗科智能,创业板,300543
2038,300545.SZ,联得装备,创业板,300545
2039,300546.SZ,雄帝科技,创业板,300546
2040,300547.SZ,川环科技,创业板,300547
2041,300548.SZ,博创科技,创业板,300548
2042,300549.SZ,优德精密,创业板,300549
2043,300550.SZ,和仁科技,创业板,300550
2044,300551.SZ,古鳌科技,创业板,300551
2045,300552.SZ,万集科技,创业板,300552
2046,300553.SZ,集智股份,创业板,300553
2047,300554.SZ,三超新材,创业板,300554
2048,300555.SZ,ST路通,创业板,300555
2049,300556.SZ,丝路视觉,创业板,300556
2050,300557.SZ,理工光科,创业板,300557
2051,300558.SZ,贝达药业,创业板,300558
2052,300559.SZ,佳发教育,创业板,300559
2053,300560.SZ,中富通,创业板,300560
2054,300561.SZ,汇金科技,创业板,300561
2055,300562.SZ,乐心医疗,创业板,300562
2056,300563.SZ,神宇股份,创业板,300563
2057,300564.SZ,筑博设计,创业板,300564
2058,300565.SZ,科信技术,创业板,300565
2059,300566.SZ,激智科技,创业板,300566
2060,300567.SZ,精测电子,创业板,300567
2061,300568.SZ,星源材质,创业板,300568
2062,300569.SZ,天能重工,创业板,300569
2063,300570.SZ,太辰光,创业板,300570
2064,300571.SZ,平治信息,创业板,300571
2065,300572.SZ,安车检测,创业板,300572
2066,300573.SZ,兴齐眼药,创业板,300573
2067,300575.SZ,中旗股份,创业板,300575
2068,300576.SZ,容大感光,创业板,300576
2069,300577.SZ,开润股份,创业板,300577
2070,300578.SZ,会畅通讯,创业板,300578
2071,300579.SZ,数字认证,创业板,300579
2072,300580.SZ,贝斯特,创业板,300580
2073,300581.SZ,晨曦航空,创业板,300581
2074,300582.SZ,英飞特,创业板,300582
2075,300583.SZ,赛托生物,创业板,300583
2076,300584.SZ,海辰药业,创业板,300584
2077,300585.SZ,奥联电子,创业板,300585
2078,300586.SZ,美联新材,创业板,300586
2079,300587.SZ,天铁股份,创业板,300587
2080,300588.SZ,熙菱信息,创业板,300588
2081,300589.SZ,江龙船艇,创业板,300589
2082,300590.SZ,移为通信,创业板,300590
2083,300591.SZ,万里马,创业板,300591
2084,300592.SZ,华凯易佰,创业板,300592
2085,300593.SZ,新雷能,创业板,300593
2086,300594.SZ,朗进科技,创业板,300594
2087,300595.SZ,欧普康视,创业板,300595
2088,300596.SZ,利安隆,创业板,300596
2089,300597.SZ,吉大通信,创业板,300597
2090,300598.SZ,诚迈科技,创业板,300598
2091,300599.SZ,雄塑科技,创业板,300599
2092,300600.SZ,国瑞科技,创业板,300600
2093,300601.SZ,康泰生物,创业板,300601
2094,300602.SZ,飞荣达,创业板,300602
2095,300603.SZ,立昂技术,创业板,300603
2096,300604.SZ,长川科技,创业板,300604
2097,300605.SZ,恒锋信息,创业板,300605
2098,300606.SZ,金太阳,创业板,300606
2099,300607.SZ,拓斯达,创业板,300607
2100,300608.SZ,思特奇,创业板,300608
2101,300609.SZ,汇纳科技,创业板,300609
2102,300610.SZ,晨化股份,创业板,300610
2103,300611.SZ,美力科技,创业板,300611
2104,300612.SZ,宣亚国际,创业板,300612
2105,300613.SZ,富瀚微,创业板,300613
2106,300614.SZ,百川畅银,创业板,300614
2107,300615.SZ,欣天科技,创业板,300615
2108,300616.SZ,尚品宅配,创业板,300616
2109,300617.SZ,安靠智电,创业板,300617
2110,300618.SZ,寒锐钴业,创业板,300618
2111,300619.SZ,金银河,创业板,300619
2112,300620.SZ,光库科技,创业板,300620
2113,300621.SZ,维业股份,创业板,300621
2114,300622.SZ,博士眼镜,创业板,300622
2115,300623.SZ,捷捷微电,创业板,300623
2116,300624.SZ,万兴科技,创业板,300624
2117,300625.SZ,三雄极光,创业板,300625
2118,300626.SZ,华瑞股份,创业板,300626
2119,300627.SZ,华测导航,创业板,300627
2120,300628.SZ,亿联网络,创业板,300628
2121,300629.SZ,新劲刚,创业板,300629
2122,300630.SZ,普利制药,创业板,300630
2123,300631.SZ,久吾高科,创业板,300631
2124,300632.SZ,光莆股份,创业板,300632
2125,300633.SZ,开立医疗,创业板,300633
2126,300634.SZ,彩讯股份,创业板,300634
2127,300635.SZ,中达安,创业板,300635
2128,300636.SZ,同和药业,创业板,300636
2129,300637.SZ,扬帆新材,创业板,300637
2130,300638.SZ,广和通,创业板,300638
2131,300639.SZ,凯普生物,创业板,300639
2132,300640.SZ,德艺文创,创业板,300640
2133,300641.SZ,正丹股份,创业板,300641
2134,300642.SZ,透景生命,创业板,300642
2135,300643.SZ,万通智控,创业板,300643
2136,300644.SZ,南京聚隆,创业板,300644
2137,300645.SZ,正元智慧,创业板,300645
2138,300647.SZ,超频三,创业板,300647
2139,300648.SZ,星云股份,创业板,300648
2140,300649.SZ,杭州园林,创业板,300649
2141,300650.SZ,太龙股份,创业板,300650
2142,300651.SZ,金陵体育,创业板,300651
2143,300652.SZ,雷迪克,创业板,300652
2144,300653.SZ,正海生物,创业板,300653
2145,300654.SZ,世纪天鸿,创业板,300654
2146,300655.SZ,晶瑞电材,创业板,300655
2147,300656.SZ,民德电子,创业板,300656
2148,300657.SZ,弘信电子,创业板,300657
2149,300658.SZ,延江股份,创业板,300658
2150,300659.SZ,中孚信息,创业板,300659
2151,300660.SZ,江苏雷利,创业板,300660
2152,300661.SZ,圣邦股份,创业板,300661
2153,300662.SZ,科锐国际,创业板,300662
2154,300663.SZ,科蓝软件,创业板,300663
2155,300664.SZ,鹏鹞环保,创业板,300664
2156,300665.SZ,飞鹿股份,创业板,300665
2157,300666.SZ,江丰电子,创业板,300666
2158,300667.SZ,必创科技,创业板,300667
2159,300668.SZ,杰恩设计,创业板,300668
2160,300669.SZ,沪宁股份,创业板,300669
2161,300670.SZ,大烨智能,创业板,300670
2162,300671.SZ,富满微,创业板,300671
2163,300672.SZ,国科微,创业板,300672
2164,300673.SZ,佩蒂股份,创业板,300673
2165,300674.SZ,宇信科技,创业板,300674
2166,300675.SZ,建科院,创业板,300675
2167,300676.SZ,华大基因,创业板,300676
2168,300677.SZ,英科医疗,创业板,300677
2169,300678.SZ,中科信息,创业板,300678
2170,300679.SZ,电连技术,创业板,300679
2171,300680.SZ,隆盛科技,创业板,300680
2172,300681.SZ,英搏尔,创业板,300681
2173,300682.SZ,朗新科技,创业板,300682
2174,300683.SZ,海特生物,创业板,300683
2175,300684.SZ,中石科技,创业板,300684
2176,300685.SZ,艾德生物,创业板,300685
2177,300686.SZ,智动力,创业板,300686
2178,300687.SZ,赛意信息,创业板,300687
2179,300688.SZ,创业黑马,创业板,300688
2180,300689.SZ,澄天伟业,创业板,300689
2181,300690.SZ,双一科技,创业板,300690
2182,300691.SZ,联合光电,创业板,300691
2183,300692.SZ,中环环保,创业板,300692
2184,300693.SZ,盛弘股份,创业板,300693
2185,300694.SZ,蠡湖股份,创业板,300694
2186,300695.SZ,兆丰股份,创业板,300695
2187,300696.SZ,爱乐达,创业板,300696
2188,300697.SZ,电工合金,创业板,300697
2189,300698.SZ,万马科技,创业板,300698
2190,300699.SZ,光威复材,创业板,300699
